MERS-CoV-MPro_fluorescence-dose-response_weizmann: IC50 (µM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: IC50 CI (Lower) (µM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: IC50 CI (Upper) (µM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: Curve class,MERS-CoV-MPro_fluorescence-dose-response_weizmann: Hill slope,MERS-CoV-MPro_fluorescence-dose-response_weizmann: pIC50,MERS-CoV-MPro_fluorescence-dose-response_weizmann: Minh_Protease_MERS_Mpro_pIC50 (calc) (uM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: Minh_Protease_MERS_Mpro_pIC50 (calc) (uM) Standard Deviation (±),MERS-CoV-MPro_fluorescence-dose-response_weizmann: Minh_Protease_MERS_Mpro_pIC50 (calc) (uM) Count,Molecule Name,CXSMILES (CDD Compatible),Batch Created Date
7.720,1.511,39.441,2.3,3.08,5.1,5.96,,1.0,ASAP-0008665,CNC(=O)[C@@H](C)N1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:8|,2023-04-16
> 99.500,,,,,< 4.0,4.74,,1.0,ASAP-0008663,C[C@@H](O)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:6|,2023-04-16
> 99.500,,,,,< 4.0,4.29,,1.0,ASAP-0008624,O=C(CC1=CN=CC2=CC=CC=C12)NC1=CC=CC=C1,2023-04-05
24.032,6.741,85.674,1.3,3.865,4.6,5.14,,1.0,ASAP-0008634,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC(F)=CC=C1F)C1CCCC1,2023-04-05
9.605,2.399,38.466,2.3,3.048,5.0,5.67,,1.0,ASAP-0008653,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C3=CC=CC=C32)C2=CC(F)=CC=C2C1=O |o1:7|,2023-04-05
> 99.500,,,,,< 4.0,4.46,,1.0,ASAP-0008652,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C3=CC=CC=C32)C2=CC(F)=CC=C2C1=O |o1:7|,2023-04-05
> 99.500,,,,,< 4.0,4.21,,1.0,ASAP-0008635,CN(C)CCN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,2023-04-05
15.148,3.643,62.986,1.3,2.69,4.8,5.36,,1.0,ASAP-0008642,CN(C)C1=CC=C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)N=C1,2023-04-05
17.132,2.754,106.598,2.3,2.542,4.8,5.5,,1.0,ASAP-0008639,C[C@H](O)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:6|,2023-04-05
78.462,32.196,191.212,3.0,2.66,4.1,4.72,,1.0,ASAP-0008636,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC=C1)[C@H]1CCCC12CCC2 |&1:21|,2023-04-05
> 99.500,,,,,< 4.0,4.21,,1.0,ASAP-0008638,C[C@H](O)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:6|,2023-04-05
> 99.500,,,,,< 4.0,4.67,,1.0,ASAP-0008626,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCN2C=CC=C2C1,2023-04-05
37.523,16.662,84.502,2.3,3.163,4.4,4.81,,1.0,ASAP-0008627,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC=C1)C1CCC1,2023-04-05
> 99.500,,,,,< 4.0,4.0,,1.0,ASAP-0008628,"C[C@H](C(=O)N1CCC[C@H]2CCC(F)(F)C[C@@H]21)C1=CN=CC2=CC=CC=C12 |&1:1,&2:8,15|",2023-04-05
13.534,2.645,69.256,2.3,2.747,4.9,5.59,,1.0,ASAP-0008629,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCCC[C@H]1C1=CC=CC=C1 |&1:20|,2023-04-05
41.128,11.437,147.895,2.3,3.443,4.4,4.92,,1.0,ASAP-0008631,CN(C)C(=O)CN(CC1=CC=CC=C1)C(=O)CC1=CN=CC2=CC=CC=C12,2023-04-05
> 99.500,,,,,< 4.0,4.33,,1.0,ASAP-0008632,O=C(CC1=CN=CC2=CC=CC=C12)N(CCC(F)(F)F)C1CCCCC1,2023-04-05
> 99.500,,,,,< 4.0,4.25,,1.0,ASAP-0008625,N#CC1=CC=CC(NC(=O)CC2=CN=CC3=CC=CC=C23)=C1,2023-04-05
> 99.500,,,,,< 4.0,4.79,,1.0,ASAP-0008603,O=C(CC1=CN=CC2=CC=CC=C12)N1CC2=CC=CC=C2C[C@H]1C1=CC=CC=C1 |&1:22|,2023-03-29
79.710,28.688,221.480,3.0,3.423,4.1,4.65,,1.0,ASAP-0008609,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=C(F)C=C1)CC1CC1,2023-03-29
21.754,4.936,95.876,1.3,3.306,4.7,5.24,,1.0,ASAP-0008606,CC(C)CCN(CC1=CC=CC=C1)C(=O)CC1=CN=CC2=CC=CC=C12,2023-03-29
> 99.500,,,,,< 4.0,4.25,,1.0,ASAP-0008601,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=C(O)C=C2)C1 |&1:16|,2023-03-29
64.677,27.277,153.357,3.0,3.326,4.2,4.62,,1.0,ASAP-0008599,CC1=CC=CC(CN(CC2=CC=CC=N2)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,2023-03-29
> 99.500,,,,,< 4.0,4.24,,1.0,ASAP-0008597,O=C(NCC1=CC=CS1)[C@@H]1CN(C(=O)C2=CC=CN=C2)CCN1C1=CC=C(Cl)C(Cl)=C1,2023-03-29
19.857,3.948,99.880,1.3,2.92,4.7,5.38,,1.0,ASAP-0008595,"C[C@H]1C[C@H](C2=CC=CC=C2)N(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1,&2:3|",2023-03-29
30.311,10.947,83.927,2.3,3.046,4.5,5.02,,1.0,ASAP-0008605,O=C(CC1=CN=CC2=CC=CC=C12)N(CCC(F)(F)F)CC1=CC=CC=C1,2023-03-29
> 99.500,,,,,< 4.0,4.43,,1.0,ASAP-0008591,CCN1C=CC(CN(C(=O)CC2=CN=CC3=CC=CC=C23)C2=CC=C(C(C)C)C=C2)=N1,2023-03-29
94.275,43.926,202.336,3.0,4.153,4.0,4.48,,1.0,ASAP-0008588,C[C@H](N(CC1=CC=CC=C1)C(=O)CC1=CN=CC2=CC=CC=C12)C(F)(F)F |&1:1|,2023-03-29
> 99.500,,,,,< 4.0,4.23,,1.0,ASAP-0008586,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(CO)=CC=C2C1=O |o1:3|,2023-03-29
> 99.500,,,,,< 4.0,3.83,,1.0,ASAP-0008585,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(CO)=CC=C2C1=O |o1:3|,2023-03-29
> 99.500,,,,,< 4.0,4.25,,1.0,ASAP-0008611,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2=CC=NC=C2)CC1 |&1:17|,2023-03-29
> 99.500,,,,,< 4.0,4.26,,1.0,ASAP-0008593,O=C(CC1=CN=CC2=CC=CC=C12)N1C[C@H](C2CCCCC2)C[C@H]1C(F)(F)F,2023-03-29
> 99.500,,,,,< 4.0,4.34,,1.0,ASAP-0008612,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)N1CCCCC1 |&1:6|,2023-03-29
5.355,0.601,47.749,2.3,2.165,5.3,6.2,,1.0,ASAP-0008502,CNC(=O)C1=CC(Br)=CC([N+](=O)[O-])=C1N[C@@H]1CCCC[C@@H]1NC(=O)C1=CN=CC2=CC=CC=C12,2023-03-22
> 99.500,,,,,< 4.0,4.28,,1.0,ASAP-0008501,C[C@H](C1=CC=CC=C1)N(C(=O)CC1=CN=CC2=CC=CC=C12)C1CCN(C)CC1,2023-03-22
> 99.500,,,,,< 4.0,4.28,,1.0,ASAP-0008472,CNC(=O)C1=CC=C2C(=O)N(C)C[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2=C1 |o1:13|,2023-03-15
> 99.500,,,,,< 4.0,4.52,,1.0,ASAP-0008483,C#CC1=CC=C2C(=O)N(C)C[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2=C1 |o1:11|,2023-03-15
(IC50 could not be calculated),,,,,,5.59,2.06,2.0,ASAP-0008499,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)N1CCOCC1 |&1:6|,2023-03-15
> 99.500,,,2.3,0.913,< 4.0,4.2,,1.0,ASAP-0008470,N=C(N)NCC1=CC=C(OC(=O)NC2=CC=CC=C2)C=C1,2023-03-15
15.745,2.924,84.792,2.3,2.492,4.8,5.55,,1.0,ASAP-0008488,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC(Cl)=C1)C1=CC=CC=N1,2023-03-15
> 99.500,,,,,< 4.0,4.29,,1.0,ASAP-0008473,CNC(=O)C1=CC=C2C(=O)N(C)C[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2=C1 |o1:13|,2023-03-15
> 99.500,,,,,< 4.0,4.33,,1.0,ASAP-0008477,C#CC1=CC=C2C(=O)N(C)C[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2=C1 |o1:11|,2023-03-15
58.487,15.093,226.650,2.3,1.856,4.2,5.01,,1.0,ASAP-0008475,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NC |&1:6|,2023-03-15
> 99.500,,,,,< 4.0,4.15,,1.0,ASAP-0008434,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C#N)=CC=C2C1=O |o1:3|,2023-03-09
> 99.500,,,,,< 4.0,4.28,,1.0,ASAP-0008441,O=C1N(C2=CN=CC3=CC=CC=C23)CCC[C@]12CCOC1=CC=C(Cl)C=C12 |o1:16|,2023-03-09
> 99.500,,,4.0,2.884,< 4.0,4.58,,1.0,ASAP-0008453,COC1=CC2=CN=CC(CC(=O)N(CC3=CC=CC(Cl)=C3)C3=CC=C(N(C)C)C=N3)=C2C=C1OC,2023-03-09
19.541,4.124,92.595,1.3,2.698,4.7,5.42,,1.0,ASAP-0008452,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C3=CC=CC=C32)C2=CC(F)=CC=C2C1=O |&1:7|,2023-03-09
10.975,2.725,44.202,2.3,2.954,5.0,5.69,,1.0,ASAP-0008451,COC1=CC=C2C=NC=C(CC(=O)N(CC3=CC=CC(Cl)=C3)C3=CC=C(N(C)C)C=N3)C2=C1,2023-03-09
> 99.500,,,,,< 4.0,4.27,,1.0,ASAP-0008448,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=C(F)C=CC=C2C1=O,2023-03-09
> 99.500,,,,,< 4.0,3.51,,1.0,ASAP-0008440,CC(C)(C#N)NC(=O)[C@H](CC1=CC=CC(Cl)=C1)C1=CN=CC2=CC=CC=C12 |&1:8|,2023-03-09
> 99.500,,,2.3,0.725,< 4.0,4.27,,1.0,ASAP-0008429,N=C(N)NCCC1=CC=C(OC(=O)NC2=CC=CC=C2)C=C1,2023-03-09
> 99.500,,,,,< 4.0,3.97,,1.0,ASAP-0008436,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=CC=CC=C2C2=CC=CC=C21,2023-03-09
28.266,8.215,97.254,1.3,3.437,4.5,5.12,,1.0,ASAP-0008442,O=C1N(C2=CN=CC3=CC=CC=C23)CCC[C@]12CCOC1=CC=C(Cl)C=C12 |o1:16|,2023-03-09
> 99.500,,,,,< 4.0,4.85,,1.0,ASAP-0008432,"O=C(CC1=CN=CC2=CC=CC=C12)N1CC(F)(F)C[C@H]2CCCC[C@H]21 |&1:19,&2:24|",2023-03-09
22.723,19.316,26.731,1.1,1.839,4.6,4.49,,1.0,ASAP-0008427,N=C(N)NC1=CC=C(OC(=O)NC2=CC=CC=C2)C=C1,2023-03-09
> 99.500,,,4.0,0.5,< 4.0,6.61,,1.0,ASAP-0008425,N=C(N)NCCC1=CC=CC(B(O)O)=C1,2023-03-09
> 99.500,,,3.0,0.552,< 4.0,4.1,,1.0,ASAP-0008424,O=C(NC1=CC=CC=C1)OCC1=CC=CC=C1,2023-03-09
46.052,16.207,130.853,2.3,3.578,4.3,4.79,,1.0,ASAP-0008439,N#CC1(N(C(=O)CC2=CN=CC3=CC=CC=C23)C2=CC=CC=C2)CCCCC1,2023-03-09
48.613,19.660,120.208,2.3,3.218,4.3,4.77,,1.0,ASAP-0008466,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NC1=CC=CC=C1 |&1:6|,2023-03-09
39.187,11.864,129.434,2.3,2.913,4.4,5.04,,1.0,ASAP-0008433,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C#N)=CC=C2C1=O |o1:3|,2023-03-09
> 99.500,,,,,< 4.0,3.58,,1.0,ASAP-0008428,O=C(CC1=CC(F)=C(F)C(F)=C1)NC1=CN=CC2=CC=CC=C12,2023-03-09
> 99.500,,,2.3,0.5,< 4.0,4.75,,1.0,ASAP-0008385,"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCCC[C@H]2CC1 |&1:16,&2:21|",2023-03-01
> 99.500,,,,,< 4.0,4.18,,1.0,ASAP-0008381,CC1=NN(C)C(CN(C)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,2023-03-01
24.598,5.202,116.318,1.3,2.77,4.6,5.36,,1.0,ASAP-0008388,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCCC2=CC=CC=C2C1,2023-03-01
> 99.500,,,,,< 4.0,4.75,,1.0,ASAP-0008387,CCCN(CCC1=CC=CS1)C(=O)CC1=CN=CC2=CC=CC=C12,2023-03-01
> 99.500,,,,,< 4.0,4.33,,1.0,ASAP-0008386,CC1=CC=CC(CN(C(=O)CC2=CN=CC3=CC=CC=C23)C2CC2)=C1,2023-03-01
40.962,12.352,135.834,2.3,3.166,4.4,4.94,,1.0,ASAP-0008392,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=C(Cl)C=C1 |&1:17|,2023-03-01
> 99.500,,,,,< 4.0,4.27,,1.0,ASAP-0008384,"C[C@H]1CC[C@H]2CCCN(C(=O)CC3=CN=CC4=CC=CC=C34)[C@H]2C1 |&1:1,&2:4,&3:22|",2023-03-01
> 99.500,,,,,< 4.0,4.08,,1.0,ASAP-0008383,O=C(CC1=CN=CC2=CC=CC=C12)NCC1=CC=CC(Cl)=C1,2023-03-01
> 99.500,,,,,< 4.0,4.3,,1.0,ASAP-0008382,"C[C@H]1[C@H]2CCCC[C@H]2CN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:2,&3:7|",2023-03-01
12.084,2.352,62.084,2.3,2.095,4.9,5.89,,1.0,ASAP-0008401,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C3CC3)=CC=C2C1=O |o1:3|,2023-03-01
18.213,3.202,103.608,1.3,2.699,4.7,5.36,,1.0,ASAP-0008393,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC=C1)C1=CC=CC=C1,2023-03-01
38.648,15.892,93.985,2.3,2.6,4.4,4.89,,1.0,ASAP-0008409,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC=C1O)C1=CC=C(F)C=C1,2023-03-01
9.419,2.305,38.493,2.3,2.952,5.0,5.68,,1.0,ASAP-0008420,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CC2=CC=CC=C2)C2=CC(F)=CC=C2C1=O,2023-03-01
> 99.500,,,,,< 4.0,4.28,,1.0,ASAP-0008412,CN1C[C@]2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |o1:3|,2023-03-01
18.896,3.859,92.516,1.3,2.901,4.7,5.4,,1.0,ASAP-0008411,CN1C[C@]2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |o1:3|,2023-03-01
> 99.500,,,,,< 4.0,3.87,,1.0,ASAP-0008410,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=C(F)C=CC(Cl)=C1F |&1:17|,2023-03-01
> 99.500,,,,,< 4.0,5.24,,1.0,ASAP-0008415,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=C2NC=CC2=C1)CC1=CC=CS1,2023-03-01
36.470,4.032,329.858,2.3,2.684,4.4,5.02,,1.0,ASAP-0008408,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC=C1)CC1=CC=C(F)C=C1,2023-03-01
22.997,6.656,79.455,1.3,3.14,4.6,5.2,,1.0,ASAP-0008405,C[C@H](C1=CC=CC=C1)N(CC1=CC=CC=C1)C(=O)CC1=CN=CC2=CC=CC=C12,2023-03-01
31.231,8.830,110.467,2.3,3.282,4.5,5.05,,1.0,ASAP-0008404,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=C(F)C=C1)C1CCCCC1,2023-03-01
> 99.500,,,,,< 4.0,4.31,,1.0,ASAP-0008402,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C3CC3)=CC=C2C1=O |o1:3|,2023-03-01
> 99.500,,,,,< 4.0,4.62,,1.0,ASAP-0008394,CC(C)N(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,2023-03-01
> 99.500,,,,,< 4.0,3.61,,1.0,ASAP-0008372,CN(CCC1=CC=CC=C1Cl)C(=O)CC1=CN=CC2=CC=CC=C12,2023-02-23
> 99.500,,,,,< 4.0,3.96,,1.0,ASAP-0008368,"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCCC[C@H]21 |&1:16,21|",2023-02-23
> 99.500,,,,,< 4.0,4.73,,1.0,ASAP-0008369,CC1=CC=C(F)C(CN(C)C(=O)CC2=CN=CC3=CC=CC=C23)=C1F,2023-02-23
> 99.500,,,,,< 4.0,3.9,,1.0,ASAP-0008370,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=CC=C(Cl)C=C2CC1,2023-02-23
> 99.500,,,,,< 4.0,4.73,,1.0,ASAP-0008356,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=C(Cl)C=CC=C1Cl |&1:17|,2023-02-23
21.392,4.224,108.350,1.3,3.425,4.7,5.26,,1.0,ASAP-0008373,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CS1)C1=CC=CC=C1,2023-02-23
> 99.500,,,,,< 4.0,4.42,,1.0,ASAP-0008375,"O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]2CCC(F)(F)C[C@H]21 |&1:17,24|",2023-02-23
> 99.500,,,,,< 4.0,4.76,,1.0,ASAP-0008376,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC(F)=C1)C1CC1,2023-02-23
> 99.500,,,,,< 4.0,4.44,,1.0,ASAP-0008371,CN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,2023-02-23
> 99.500,,,,,< 4.0,4.4,,1.0,ASAP-0008367,CN(C(=O)CC1=CN=CC2=CC=CC=C12)[C@H](C1=CC=C(Cl)C=C1)C1CC1 |&1:15|,2023-02-23
10.004,1.763,56.784,2.3,3.231,5.0,5.72,,1.0,ASAP-0008374,COC1=CC=C(N(CC2=CC=CC=C2)C(=O)CC2=CN=CC3=CC=CC=C23)C=C1,2023-02-23
> 99.500,,,,,< 4.0,4.68,,1.0,ASAP-0008365,O=C(CC1=CN=CC2=CC=CC=C12)N1CC2=CC=CC=C2OCC12CC2,2023-02-23
> 99.500,,,,,< 4.0,4.74,,1.0,ASAP-0008366,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC2=CC=CC=C21,2023-02-23
> 99.500,,,,,< 4.0,4.38,,1.0,ASAP-0008358,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@]12CN1N=NC=C1C1=CC=C(Cl)C=C12,2023-02-23
10.005,2.550,39.257,2.3,2.11,5.0,5.69,,1.0,ASAP-0008359,N#CC1=CC=C(N(CC2=CC=CC=C2)C(=O)CC2=CN=CC3=CC=CC=C23)C=C1,2023-02-23
> 99.500,,,,,< 4.0,4.32,,1.0,ASAP-0008360,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C(F)(F)F)=CC=C2C1=O |o1:3|,2023-02-23
> 99.500,,,,,< 4.0,4.27,,1.0,ASAP-0008357,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC=CC=C2C1=O |o1:3|,2023-02-23
> 99.500,,,,,< 4.0,4.79,,1.0,ASAP-0008362,CN1C[C@]2(CCCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |o1:3|,2023-02-23
> 99.500,,,,,< 4.0,4.12,,1.0,ASAP-0008363,CN1C[C@]2(CCCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |o1:3|,2023-02-23
25.016,5.854,106.904,1.3,3.604,4.6,5.16,,1.0,ASAP-0008364,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN1N=NC=C1C1=CC=C(Cl)C=C12,2023-02-23
> 99.500,,,,,< 4.0,4.95,,1.0,ASAP-0008361,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C(F)(F)F)=CC=C2C1=O |o1:3|,2023-02-23
> 99.500,,,,,< 4.0,4.68,,1.0,ASAP-0008333,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)O |&1:6|,2023-02-16
> 99.500,,,,,< 4.0,4.5,,1.0,ASAP-0008332,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC=CC=C2C1=O |o1:3|,2023-02-16
92.852,4.818,1789.423,2.3,2.354,4.0,4.25,,1.0,ASAP-0008331,CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCNCC2)CCN1CC1=CC=CC(Cl)=C1 |&1:4|,2023-02-16
19.598,3.290,116.748,1.3,2.833,4.7,5.42,,1.0,ASAP-0008330,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(F)=CC=C2C1=O |o1:3|,2023-02-16
> 99.500,,,,,< 4.0,4.52,,1.0,ASAP-0008329,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(F)=CC=C2C1=O |o1:3|,2023-02-16
> 99.500,,,,,< 4.0,4.13,,1.0,ASAP-0008313,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:3|,2023-02-08
10.102,2.782,36.683,2.3,3.062,5.0,5.69,,1.0,ASAP-0008314,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:3|,2023-02-08
12.535,10.666,14.733,1.1,1.941,4.9,5.05,,1.0,ASAP-0008315,CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCOCC2)CCN1CC1=CC=CC(Cl)=C1 |&1:4|,2023-02-08
> 99.500,,,,,< 4.0,4.28,,1.0,ASAP-0008316,"CNC(=O)CN1C[C@]2(C[C@H](COC)N(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |&1:7,9|",2023-02-08
> 99.500,,,,,< 4.0,3.99,,1.0,ASAP-0008283,CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCN(C)CC2)CCN1CC1=CC=CC(Cl)=C1 |&1:4|,2023-02-01
> 99.500,,,3.0,2.659,< 4.0,4.17,,1.0,ASAP-0008284,CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCCC2)CCN1CC1=CC=CC(Cl)=C1 |&1:4|,2023-02-01
> 99.500,,,,,< 4.0,4.94,,1.0,ASAP-0008282,CN(CC1=CN=C2C=CC=CN12)C(=O)C1=CN=CC2=CC=CC=C12,2023-02-01
21.568,17.620,26.400,1.1,3.478,4.7,4.86,,1.0,ASAP-0008285,CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCCCC2)CCN1CC1=CC=CC(Cl)=C1 |&1:4|,2023-02-01
> 99.500,,,,,< 4.0,4.37,,1.0,ASAP-0008264,O=C(C1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=CC(Cl)=C1 |&1:17|,2023-01-25
> 99.500,,,,,< 4.0,3.7,,1.0,ASAP-0008265,"CC1=CC=CC=C1[C@H]1[C@H](O)CCN1C(=O)C1=CN=CC2=CC=CC=C12 |&1:7,&2:8|",2023-01-25
> 99.500,,,,,< 4.0,4.44,,1.0,ASAP-0008266,O=C(C1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(Cl)C=C1 |&1:17|,2023-01-25
> 99.500,,,,,< 4.0,4.25,,1.0,ASAP-0008267,CN(CCC1=CC=CC=C1)C(=O)C1=CN=CC2=CC=CC=C12,2023-01-25
> 99.500,,,,,< 4.0,4.7,,1.0,ASAP-0008269,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)CC1=CC=CC=C1)C2)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,2023-01-25
> 99.500,,,,,< 4.0,4.25,,1.0,ASAP-0008250,CC1=CC=C2NC=C(CCNC(=O)C3=CN=CC4=CC=CC=C34)C2=N1,2023-01-18
> 99.500,,,,,< 4.0,4.28,,1.0,ASAP-0008261,CCC1=CC=C2C(=C1)[C@H](NC(=O)C1=CN=CC3=CC=CC=C13)C(=O)N2C |&1:8|,2023-01-18
> 99.500,,,,,< 4.0,4.22,,1.0,ASAP-0008257,O=C(N[C@H]1CCCN(C(=O)C2=CN=CC3=CC=CC=C23)C1)C1=CC=C(Cl)C=C1 |&1:3|,2023-01-18
> 99.500,,,,,< 4.0,4.91,,1.0,ASAP-0008255,CC1=NC=C(C2=CC=CC(Cl)=C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2023-01-18
> 99.500,,,,,< 4.0,4.31,,1.0,ASAP-0008252,COC1=CC=C(Cl)C=C1[C@H]1CCCCN1C(=O)C1=CN=CC2=CC=CC=C12 |&1:9|,2023-01-18
> 99.500,,,,,< 4.0,3.84,,1.0,ASAP-0008253,CN(C(=O)C1=CN=CC2=CC=CC=C12)[C@H](C1=CC=CC(Cl)=C1)C1=CC=CC=N1 |&1:14|,2023-01-18
> 99.500,,,,,< 4.0,4.29,,1.0,ASAP-0008256,O=C(C1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=CC=N1 |&1:17|,2023-01-18
> 99.500,,,,,< 4.0,4.37,,1.0,ASAP-0008251,CN(CCC1=CC=NC=C1)C(=O)C1=CN=CC2=CC=CC=C12,2023-01-18
> 99.500,,,,,< 4.0,4.2,,1.0,ASAP-0008246,O=C(C1=CN=CC2=CC=CC=C12)N1CCOC[C@H]1C1=CC=CC(Cl)=C1 |&1:17|,2023-01-18
