SARS-CoV-2-MPro_fluorescence-dose-response_weizmann: IC50 (µM),SARS-CoV-2-MPro_fluorescence-dose-response_weizmann: IC50 CI (Lower) (µM),SARS-CoV-2-MPro_fluorescence-dose-response_weizmann: IC50 CI (Upper) (µM),SARS-CoV-2-MPro_fluorescence-dose-response_weizmann: Hill slope,SARS-CoV-2-MPro_fluorescence-dose-response_weizmann: pIC50 (log10M),Molecule Name,CXSMILES (CDD Compatible),Batch Created Date
65.791,61.122,70.818,1.127,4.18,ASAP-0008632,O=C(CC1=CN=CC2=CC=CC=C12)N(CCC(F)(F)F)C1CCCCC1,2023-04-05
11.166,10.146,12.289,1.146,4.95,ASAP-0008636,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC=C1)[C@H]1CCCC12CCC2 |&1:21|,2023-04-05
21.287,19.661,23.048,1.179,4.67,ASAP-0008635,CN(C)CCN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,2023-04-05
4.850,4.598,5.116,1.071,5.31,ASAP-0008638,C[C@H](O)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:6|,2023-04-05
0.138,0.133,0.142,1.051,6.86,ASAP-0008639,C[C@H](O)CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:6|,2023-04-05
28.096,26.37,29.935,1.119,4.55,ASAP-0008652,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C3=CC=CC=C32)C2=CC(F)=CC=C2C1=O |o1:7|,2023-04-05
0.134,0.129,0.139,1.078,6.87,ASAP-0008653,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C3=CC=CC=C32)C2=CC(F)=CC=C2C1=O |o1:7|,2023-04-05
0.316,0.294,0.339,1.045,6.5,ASAP-0008642,CN(C)C1=CC=C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC3=CC=CC=C23)N=C1,2023-04-05
46.363,41.137,52.253,1.103,4.33,ASAP-0008588,C[C@H](N(CC1=CC=CC=C1)C(=O)CC1=CN=CC2=CC=CC=C12)C(F)(F)F |&1:1|,2023-03-29
15.141,14.258,16.079,1.173,4.82,ASAP-0008595,"C[C@H]1C[C@H](C2=CC=CC=C2)N(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1,&2:3|",2023-03-29
16.708,15.82,17.647,1.214,4.78,ASAP-0008605,O=C(CC1=CN=CC2=CC=CC=C12)N(CCC(F)(F)F)CC1=CC=CC=C1,2023-03-29
45.847,35.367,59.431,1.131,4.34,ASAP-0008585,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(CO)=CC=C2C1=O |o1:3|,2023-03-29
4.158,3.845,4.497,1.138,5.38,ASAP-0008591,CCN1C=CC(CN(C(=O)CC2=CN=CC3=CC=CC=C23)C2=CC=C(C(C)C)C=C2)=N1,2023-03-29
0.123,0.12,0.127,1.081,6.91,ASAP-0008597,O=C(NCC1=CC=CS1)[C@@H]1CN(C(=O)C2=CC=CN=C2)CCN1C1=CC=C(Cl)C(Cl)=C1,2023-03-29
28.434,26.867,30.091,1.115,4.55,ASAP-0008601,O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H](C2=CC=C(O)C=C2)C1 |&1:16|,2023-03-29
3.265,3.115,3.422,1.136,5.49,ASAP-0008603,O=C(CC1=CN=CC2=CC=CC=C12)N1CC2=CC=CC=C2C[C@H]1C1=CC=CC=C1 |&1:22|,2023-03-29
33.326,19.394,57.265,0.667,4.48,ASAP-0008599,CC1=CC=CC(CN(CC2=CC=CC=N2)C(=O)CC2=CN=CC3=CC=CC=C23)=C1,2023-03-29
7.356,6.886,7.858,1.084,5.13,ASAP-0008606,CC(C)CCN(CC1=CC=CC=C1)C(=O)CC1=CN=CC2=CC=CC=C12,2023-03-29
10.278,9.654,10.943,1.197,4.99,ASAP-0008609,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=C(F)C=C1)CC1CC1,2023-03-29
10.146,9.506,10.83,1.071,4.99,ASAP-0008612,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)N1CCCCC1 |&1:6|,2023-03-29
0.006,0.006,0.006,1.062,8.22,ASAP-0008502,CNC(=O)C1=CC(Br)=CC([N+](=O)[O-])=C1N[C@@H]1CCCC[C@@H]1NC(=O)C1=CN=CC2=CC=CC=C12,2023-03-22
19.778,13.956,28.028,0.873,4.7,ASAP-0008501,C[C@H](C1=CC=CC=C1)N(C(=O)CC1=CN=CC2=CC=CC=C12)C1CCN(C)CC1,2023-03-22
0.189,0.176,0.202,1.066,6.72,ASAP-0008475,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NC |&1:6|,2023-03-15
39.372,34.17,45.365,2.481,4.4,ASAP-0008473,CNC(=O)C1=CC=C2C(=O)N(C)C[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2=C1 |o1:13|,2023-03-15
7.450,7.098,7.819,1.181,5.13,ASAP-0008470,N=C(N)NCC1=CC=C(OC(=O)NC2=CC=CC=C2)C=C1,2023-03-15
5.572,5.217,5.951,1.066,5.25,ASAP-0008499,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)N1CCOCC1 |&1:6|,2023-03-15
1.332,1.007,1.763,0.937,5.88,ASAP-0008488,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC(Cl)=C1)C1=CC=CC=N1,2023-03-15
7.390,7.038,7.76,1.097,5.13,ASAP-0008483,C#CC1=CC=C2C(=O)N(C)C[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2=C1 |o1:11|,2023-03-15
65.244,60.215,70.693,1.376,4.19,ASAP-0008477,C#CC1=CC=C2C(=O)N(C)C[C@H](C(=O)NC3=CN=CC4=CC=CC=C34)C2=C1 |o1:11|,2023-03-15
1.434,1.336,1.538,1.231,5.84,ASAP-0008453,COC1=CC2=CN=CC(CC(=O)N(CC3=CC=CC(Cl)=C3)C3=CC=C(N(C)C)C=N3)=C2C=C1OC,2023-03-09
0.204,0.14,0.299,0.915,6.69,ASAP-0008451,COC1=CC=C2C=NC=C(CC(=O)N(CC3=CC=CC(Cl)=C3)C3=CC=C(N(C)C)C=N3)C2=C1,2023-03-09
42.127,38.655,45.912,1.339,4.38,ASAP-0008448,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=C(F)C=CC=C2C1=O,2023-03-09
0.080,0.076,0.084,1.237,7.1,ASAP-0008466,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)NC1=CC=CC=C1 |&1:6|,2023-03-09
0.363,0.345,0.382,1.165,6.44,ASAP-0008452,CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C3=CC=CC=C32)C2=CC(F)=CC=C2C1=O |&1:7|,2023-03-09
2.096,1.938,2.267,1.077,5.68,ASAP-0008427,N=C(N)NC1=CC=C(OC(=O)NC2=CC=CC=C2)C=C1,2023-03-09
76.059,67.349,85.896,1.36,4.12,ASAP-0008440,CC(C)(C#N)NC(=O)[C@H](CC1=CC=CC(Cl)=C1)C1=CN=CC2=CC=CC=C12 |&1:8|,2023-03-09
14.045,12.601,15.654,1.188,4.85,ASAP-0008439,N#CC1(N(C(=O)CC2=CN=CC3=CC=CC=C23)C2=CC=CC=C2)CCCCC1,2023-03-09
12.007,11.045,13.053,1.187,4.92,ASAP-0008434,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C#N)=CC=C2C1=O |o1:3|,2023-03-09
0.836,0.767,0.912,1.153,6.08,ASAP-0008433,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C#N)=CC=C2C1=O |o1:3|,2023-03-09
93.820,85.132,103.394,1.497,4.03,ASAP-0008432,"O=C(CC1=CN=CC2=CC=CC=C12)N1CC(F)(F)C[C@H]2CCCC[C@H]21 |&1:19,&2:24|",2023-03-09
16.031,14.842,17.316,1.179,4.8,ASAP-0008429,N=C(N)NCCC1=CC=C(OC(=O)NC2=CC=CC=C2)C=C1,2023-03-09
0.466,0.415,0.523,1.145,6.33,ASAP-0008428,O=C(CC1=CC(F)=C(F)C(F)=C1)NC1=CN=CC2=CC=CC=C12,2023-03-09
0.295,0.282,0.309,1.146,6.53,ASAP-0008442,O=C1N(C2=CN=CC3=CC=CC=C23)CCC[C@]12CCOC1=CC=C(Cl)C=C12 |o1:16|,2023-03-09
20.655,18.264,23.359,1.165,4.68,ASAP-0008387,CCCN(CCC1=CC=CS1)C(=O)CC1=CN=CC2=CC=CC=C12,2023-03-01
7.743,6.857,8.744,1.178,5.11,ASAP-0008393,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC=C1)C1=CC=CC=C1,2023-03-01
20.987,18.873,23.338,1.28,4.68,ASAP-0008392,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=CC=C(Cl)C=C1 |&1:17|,2023-03-01
1.619,1.455,1.802,1.292,5.79,ASAP-0008388,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCCC2=CC=CC=C2C1,2023-03-01
5.665,5.045,6.361,1.112,5.25,ASAP-0008383,O=C(CC1=CN=CC2=CC=CC=C12)NCC1=CC=CC(Cl)=C1,2023-03-01
9.189,8.216,10.277,1.168,5.04,ASAP-0008386,CC1=CC=CC(CN(C(=O)CC2=CN=CC3=CC=CC=C23)C2CC2)=C1,2023-03-01
1.313,1.15,1.499,1.146,5.88,ASAP-0008385,"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCCC[C@H]2CC1 |&1:16,&2:21|",2023-03-01
11.977,10.354,13.855,1.185,4.92,ASAP-0008384,"C[C@H]1CC[C@H]2CCCN(C(=O)CC3=CN=CC4=CC=CC=C34)[C@H]2C1 |&1:1,&2:4,&3:22|",2023-03-01
2.849,2.511,3.232,1.068,5.55,ASAP-0008401,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C3CC3)=CC=C2C1=O |o1:3|,2023-03-01
1.530,1.355,1.728,1.29,5.82,ASAP-0008394,CC(C)N(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,2023-03-01
16.755,14.513,19.342,1.221,4.78,ASAP-0008409,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC=C1O)C1=CC=C(F)C=C1,2023-03-01
82.116,68.056,99.082,1.413,4.09,ASAP-0008402,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C3CC3)=CC=C2C1=O |o1:3|,2023-03-01
8.979,7.343,10.981,1.189,5.05,ASAP-0008404,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=C(F)C=C1)C1CCCCC1,2023-03-01
7.009,5.838,8.414,1.205,5.15,ASAP-0008405,C[C@H](C1=CC=CC=C1)N(CC1=CC=CC=C1)C(=O)CC1=CN=CC2=CC=CC=C12,2023-03-01
9.910,8.719,11.264,1.245,5.0,ASAP-0008408,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC=C1)CC1=CC=C(F)C=C1,2023-03-01
0.110,0.102,0.119,1.03,6.96,ASAP-0008420,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CC2=CC=CC=C2)C2=CC(F)=CC=C2C1=O,2023-03-01
4.148,3.644,4.721,1.247,5.38,ASAP-0008410,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=C(F)C=CC(Cl)=C1F |&1:17|,2023-03-01
0.490,0.46,0.521,1.117,6.31,ASAP-0008411,CN1C[C@]2(CCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |o1:3|,2023-03-01
10.783,8.681,13.394,0.87,4.97,ASAP-0008415,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=C2NC=CC2=C1)CC1=CC=CS1,2023-03-01
9.523,8.148,11.129,1.284,5.02,ASAP-0008382,"C[C@H]1[C@H]2CCCC[C@H]2CN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,&2:2,&3:7|",2023-03-01
0.665,0.607,0.729,1.242,6.18,ASAP-0008364,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN1N=NC=C1C1=CC=C(Cl)C=C12,2023-02-23
12.816,9.768,16.816,0.928,4.89,ASAP-0008359,N#CC1=CC=C(N(CC2=CC=CC=C2)C(=O)CC2=CN=CC3=CC=CC=C23)C=C1,2023-02-23
31.932,28.302,36.028,1.194,4.5,ASAP-0008368,"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@H]2CCCC[C@H]21 |&1:16,21|",2023-02-23
41.755,36.589,47.651,1.16,4.38,ASAP-0008356,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]1C1=C(Cl)C=CC=C1Cl |&1:17|,2023-02-23
76.835,67.399,87.591,7.339,4.11,ASAP-0008358,C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@]12CN1N=NC=C1C1=CC=C(Cl)C=C12,2023-02-23
17.668,15.478,20.168,1.154,4.75,ASAP-0008360,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C(F)(F)F)=CC=C2C1=O |o1:3|,2023-02-23
1.045,0.943,1.159,1.11,5.98,ASAP-0008362,CN1C[C@]2(CCCN(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |o1:3|,2023-02-23
35.282,31.63,39.356,1.234,4.45,ASAP-0008365,O=C(CC1=CN=CC2=CC=CC=C12)N1CC2=CC=CC=C2OCC12CC2,2023-02-23
20.739,18.694,23.007,1.3,4.68,ASAP-0008366,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC2=CC=CC=C21,2023-02-23
15.990,14.117,18.112,1.303,4.8,ASAP-0008367,CN(C(=O)CC1=CN=CC2=CC=CC=C12)[C@H](C1=CC=C(Cl)C=C1)C1CC1 |&1:15|,2023-02-23
3.670,3.326,4.051,1.09,5.44,ASAP-0008361,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(C(F)(F)F)=CC=C2C1=O |o1:3|,2023-02-23
57.176,50.72,64.454,1.193,4.24,ASAP-0008369,CC1=CC=C(F)C(CN(C)C(=O)CC2=CN=CC3=CC=CC=C23)=C1F,2023-02-23
5.867,5.199,6.621,1.192,5.23,ASAP-0008371,CN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,2023-02-23
27.260,24.052,30.895,1.314,4.56,ASAP-0008372,CN(CCC1=CC=CC=C1Cl)C(=O)CC1=CN=CC2=CC=CC=C12,2023-02-23
10.110,8.927,11.448,1.196,5.0,ASAP-0008373,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CS1)C1=CC=CC=C1,2023-02-23
4.296,3.892,4.741,1.126,5.37,ASAP-0008374,COC1=CC=C(N(CC2=CC=CC=C2)C(=O)CC2=CN=CC3=CC=CC=C23)C=C1,2023-02-23
34.319,30.111,39.115,1.357,4.46,ASAP-0008375,"O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H]2CCC(F)(F)C[C@H]21 |&1:17,24|",2023-02-23
2.994,2.64,3.394,1.245,5.52,ASAP-0008376,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC(F)=C1)C1CC1,2023-02-23
3.739,3.396,4.117,1.089,5.43,ASAP-0008370,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=CC=C(Cl)C=C2CC1,2023-02-23
0.120,0.112,0.129,1.892,6.92,ASAP-0008331,CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCNCC2)CCN1CC1=CC=CC(Cl)=C1 |&1:4|,2023-02-16
9.503,7.428,12.158,1.711,5.02,ASAP-0008329,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(F)=CC=C2C1=O |o1:3|,2023-02-16
0.462,0.396,0.538,1.139,6.34,ASAP-0008330,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(F)=CC=C2C1=O |o1:3|,2023-02-16
13.243,10.882,16.117,1.096,4.88,ASAP-0008333,C=C(CN(C(=O)[C@H]1CN(CC(=O)NC)CC2=CC=C(Cl)C=C21)C1=CN=CC2=CC=CC=C12)C(=O)O |&1:6|,2023-02-16
5.973,4.902,7.277,1.249,5.22,ASAP-0008332,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC=CC=C2C1=O |o1:3|,2023-02-16
53.812,44.723,64.749,1.52,4.27,ASAP-0008316,"CNC(=O)CN1C[C@]2(C[C@H](COC)N(C3=CN=CC4=CC=CC=C34)C2=O)C2=CC(Cl)=CC=C2C1=O |&1:7,9|",2023-02-08
0.126,0.115,0.138,1.455,6.9,ASAP-0008315,CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCOCC2)CCN1CC1=CC=CC(Cl)=C1 |&1:4|,2023-02-08
0.224,0.198,0.254,1.272,6.65,ASAP-0008314,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:3|,2023-02-08
6.751,5.271,8.647,1.653,5.17,ASAP-0008313,CN1C[C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2=CC(Cl)=CC=C2C1=O |o1:3|,2023-02-08
1.484,1.351,1.63,1.571,5.83,ASAP-0008284,CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCCC2)CCN1CC1=CC=CC(Cl)=C1 |&1:4|,2023-02-01
0.392,0.36,0.427,1.572,6.41,ASAP-0008285,CC(C)C[C@H]1CN(C(=O)COS(=O)(=O)N2CCCCC2)CCN1CC1=CC=CC(Cl)=C1 |&1:4|,2023-02-01
62.534,57.938,67.495,2.491,4.2,ASAP-0008269,CC(C)C[C@H](NC(=O)OC1CC2(C1)CN(C(=O)CC1=CC=CC=C1)C2)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,2023-01-25
1.653,1.534,1.781,1.266,5.78,ASAP-0008245,O=C1C(C2=CC=CC(Cl)=C2)=CN=CN1C1=CN=CC2=CC=CC=C12,2023-01-18
15.735,14.245,17.38,1.201,4.8,ASAP-0008255,CC1=NC=C(C2=CC=CC(Cl)=C2)C(=O)N1C1=CN=CC2=CC=CC=C12,2023-01-18
18.875,17.419,20.453,1.062,4.72,ASAP-0000808,O=C(NCC1=CNC2=CC=C(F)C=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
34.821,31.078,39.015,1.245,4.46,ASAP-0000811,O=C(NCC1=CC2=C(CCCC2)N=C1O)C1=CN=CC2=CC=CC=C12,2023-01-13
56.251,51.608,61.312,1.128,4.25,ASAP-0000794,CN1N=CC(C2CCC2)=C1CNC(=O)C1=CN=CC2=CC=CC=C12,2023-01-13
37.594,22.377,63.157,0.844,4.42,ASAP-0000795,O=C(NCCC1=CNC2=NC=C(F)C=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
59.122,53.439,65.409,1.283,4.23,ASAP-0000798,CC(C)(NC(=O)C1=CN=CC2=CC=CC=C12)C1=CC=CC(C#N)=C1,2023-01-13
86.360,78.639,94.84,1.181,4.06,ASAP-0000799,C[C@H](NC(=O)C1=CN=CC2=CC=CC=C12)C1=NC2=CC=CC=C2N1C |&1:1|,2023-01-13
1.284,1.221,1.35,1.072,5.89,ASAP-0000801,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC=CC(F)=C2C1=O,2023-01-13
80.737,74.26,87.779,1.231,4.09,ASAP-0000805,O=C(NCCC(=O)N1CCCCC1)C1=CN=CC2=CC=CC=C12,2023-01-13
2.546,2.315,2.8,1.192,5.59,ASAP-0000807,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CN=CC=C2C1=O,2023-01-13
70.366,63.797,77.611,1.296,4.15,ASAP-0000810,CN1C2=CC=CC=C2N(CCNC(=O)C2=CN=CC3=CC=CC=C23)S1(=O)=O,2023-01-13
13.606,10.789,17.159,1.087,4.87,ASAP-0000809,CC1=CC=CC2=C1C=C(CNC(=O)C1=CN=CC3=CC=CC=C13)N2,2023-01-13
90.640,53.505,153.549,0.735,4.04,ASAP-0000819,O=C(NCC1=NC2=CC(Cl)=CC=C2S1)C1=CN=CC2=CC=CC=C12,2023-01-13
12.226,10.803,13.836,1.045,4.91,ASAP-0000821,O=C(NCCC1=CNC2=CC=C(Cl)C=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
85.554,71.985,101.682,1.088,4.07,ASAP-0000824,CN1C(CNC(=O)C2=CN=CC3=CC=CC=C23)=NC2=CC=CC=C21,2023-01-13
57.886,51.422,65.163,1.255,4.24,ASAP-0000832,COC1=CC=C2NC=C(CCNC(=O)C3=CN=CC4=CC=CC=C34)C2=C1,2023-01-13
7.998,7.61,8.404,1.129,5.1,ASAP-0000835,O=C(C1=CN=CC2=CC=CC=C12)N1CCC(CC2=CC=C(F)C=C2)CC1,2023-01-13
15.103,11.886,19.191,0.858,4.82,ASAP-0000840,O=C(NCCC1=CNC2=CC=C(F)C=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
48.265,40.278,57.836,1.036,4.32,ASAP-0000846,O=C(NCCC1=CNC2=NC=C(Cl)C=C12)C1=CN=CC2=CC=CC=C12,2023-01-13
15.778,14.412,17.274,1.101,4.8,ASAP-0000858,O=C(NCCOC1=CC(Cl)=CC=N1)C1=CN=CC2=CC=CC=C12,2023-01-13
59.431,54.281,65.069,1.023,4.23,ASAP-0000863,O=C(NCC1=NC2=CC=CC=C2N1)C1=CN=CC2=CC=CC=C12,2023-01-13
0.464,0.359,0.6,1.123,6.33,ASAP-0000773,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC=C3C3CC3)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O,2022-12-27
47.219,35.07,63.579,1.281,4.33,ASAP-0000772,COC1=CC=C(CNC2=CN=C([C@H](NC(=O)CCl)C3=CC=CC=C3)S2)C(OC)=C1 |&1:12|,2022-12-27
19.209,15.081,24.468,1.496,4.72,ASAP-0000771,CCCCNC(=O)C1=CN=C([C@H](NC(=O)CCl)C2=CC=CC=C2)S1 |&1:11|,2022-12-27
5.345,4.871,5.866,1.193,5.27,ASAP-0000737,"CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2CC2CC2)C2=CC(Cl)=CC=C2C1=O |o1:7,22|",2022-12-21
4.618,4.032,5.289,0.969,5.34,ASAP-0000718,CC1=CC2=C(C=C1C)[C@H](C(=O)NC1=CN=CC3=CC=CC=C13)CO2 |&1:8|,2022-12-14
2.725,2.13,3.487,0.883,5.56,ASAP-0000717,O=C(CC1=CC(F)=CC=C1Cl)NC1=CN=CC2=CC=CC=C12,2022-12-14
6.324,5.368,7.451,1.019,5.2,ASAP-0000719,O=C(NC1=CN=CC2=CC=CC=C12)[C@H](CC(F)(F)F)C1=CC(F)=CC=C1 |&1:13|,2022-12-14
27.816,24.898,31.075,0.89,4.56,ASAP-0000714,CC1=CC(F)=CC=C1C(F)(F)C(=O)NC1=CN=CC2=CC=CC=C12,2022-12-14
19.470,17.334,21.87,1.068,4.71,ASAP-0000715,"C[C@H]1COC2=CC=CC=C2[C@H]1C(=O)NC1=CN=CC2=CC=CC=C12 |&1:1,&2:10|",2022-12-14
0.527,0.491,0.567,1.138,6.28,ASAP-0000734,CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC=C(F)C=C2C1=O,2022-12-14
9.353,8.248,10.607,1.033,5.03,ASAP-0000713,CC[C@H](C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC=C1 |&1:2|,2022-12-14
36.623,28.477,47.099,0.793,4.44,ASAP-0000712,O=C(CC1=CC=CC=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
21.758,16.981,27.878,0.787,4.66,ASAP-0000711,O=C(CC1=C(F)C(F)=CC=C1)NC1=CN=CC2=CC=CC=C12,2022-12-14
2.059,1.782,2.378,1.001,5.69,ASAP-0000710,O=C(CC1=CC(F)=CC=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
62.696,38.666,101.662,0.562,4.2,ASAP-0000721,CC1=CC=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1F,2022-12-14
1.135,0.918,1.403,0.945,5.94,ASAP-0000720,C[C@H](C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC=CC(Cl)=C1 |&1:1|,2022-12-14
1.860,1.515,2.284,0.951,5.73,ASAP-0000716,CC1=CC=C(F)C=C1CC(=O)NC1=CN=CC2=CC=CC=C12,2022-12-14
31.183,23.282,41.766,0.744,4.51,ASAP-0000722,O=C(CC1=C(F)C(F)=CC=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
3.505,2.646,4.641,0.731,5.46,ASAP-0000728,O=C(NC1=CN=CC2=CC=CC=C12)[C@H]1COC2=CC=C(F)C=C21 |&1:13|,2022-12-14
15.947,10.032,25.35,0.583,4.8,ASAP-0000723,O=C(CC1=CC=C(F)C(F)=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
14.982,13.597,16.507,1.098,4.82,ASAP-0000732,O=C1N[C@]2(CCOC3=CC=CC=C32)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-12-14
1.063,0.849,1.33,1.039,5.97,ASAP-0000730,O=C(CC1=CC(Cl)=CC=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
25.203,16.959,37.456,0.676,4.6,ASAP-0000729,O=C(CC1=CC=C(F)C=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
0.648,0.579,0.727,1.077,6.19,ASAP-0000731,O=C(CC1=CC(F)=CC(F)=C1)NC1=CN=CC2=CC=CC=C12,2022-12-14
1.528,1.323,1.765,1.031,5.82,ASAP-0000727,O=C(CC1=CC(F)=CC(F)=C1F)NC1=CN=CC2=CC=CC=C12,2022-12-14
13.406,12.546,14.326,1.382,4.87,ASAP-0000735,O=C1N[C@]2(CCOC3=CC=C(CO)C=C32)C(=O)N1C1=CN=CC2=CC=CC=C12 |&1:3|,2022-12-14
18.746,14.438,24.341,0.828,4.73,ASAP-0000726,CC1=CC=C([C@H](C(=O)NC2=CN=CC3=CC=CC=C23)C2CC2)C=C1 |&1:5|,2022-12-14
0.768,0.666,0.887,1.018,6.11,ASAP-0000725,CC[C@H](C(=O)NC1=CN=CC2=CC=CC=C12)C1=CC(F)=C(F)C(F)=C1 |&1:2|,2022-12-14
5.096,4.089,6.35,0.864,5.29,ASAP-0000650,CC1=CC=C(F)C(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,2022-12-07
0.069,0.054,0.086,1.297,7.16,ASAP-0000654,COC1=CC=CC(CNC(=O)CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(Cl)=CC=C3C2=O)=C1,2022-12-07
10.245,9.586,10.949,1.14,4.99,ASAP-0000640,CC1=CN=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,2022-12-07
